,video_id,root_dir,narration_id,narration,narration_timestamp,start_frame,end_frame,verb_class,noun_class
8777,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_30,put carrots in measuring jug,00:01:48.100,5306,5543,5,41
8778,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_31,separate carrot pieces,00:01:50.850,5443,5618,52,41
8779,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_32,pick up bit of carrot,00:01:52.356,5518,5631,0,41
8780,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_33,eat carrot,00:01:52.600,5531,5718,35,41
8781,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_34,pick up bit of carrot,00:01:54.350,5618,5756,0,41
8782,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_35,slice carrot,00:01:55.106,5656,5893,7,41
8783,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_36,pull apart carrot,00:01:57.856,5793,5943,31,41
8784,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_37,pick up bits of carrot,00:01:58.850,5843,5981,0,41
8785,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_38,wipe bits of carrot off knife into measuring jug,00:01:59.600,5881,6006,2,41
8786,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_39,drop carrot into measuring jug,00:02:00.100,5906,6068,5,41
8787,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_40,pick up piece of carrot,00:02:01.350,5968,6093,0,41
8788,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_41,put piece of carrot in measuring jug,00:02:01.850,5993,6143,5,41
8789,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_42,move together carrot,00:02:02.850,6043,6193,11,41
8790,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_43,slice carrot,00:02:03.850,6093,6318,7,41
8791,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_44,put down knife,00:02:06.356,6218,6893,1,4
8792,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_45,separate pieces of carrot,00:02:17.850,6793,6968,52,41
8793,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_46,chuck carrot into measuring jug,00:02:19.350,6868,7006,13,41
8794,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_47,drop carrot in measuring jug,00:02:20.106,6906,7043,59,41
8795,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_48,grab bits of carrot,00:02:20.850,6943,7093,0,41
8796,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_49,drop carrot in measuring jug,00:02:21.850,6993,7181,59,41
8797,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_50,grab bits of carrot,00:02:23.600,7081,7256,0,41
8798,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_51,pick up bits of carrot,00:02:25.100,7156,7306,0,41
8799,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_52,pick up pieces of carrot,00:02:26.100,7206,7406,0,41
8800,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_53,pick up piece of carrot,00:02:28.106,7306,7456,0,41
8801,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_54,drop bits of carrot in measuring jug,00:02:29.100,7356,7556,59,41
8802,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_55,adjust knife,00:02:31.100,7456,7593,17,4
8803,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_56,pick up cucumber,00:02:31.850,7493,7693,0,72
8804,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_57,pick up knife,00:02:33.850,7593,7706,0,4
8805,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_58,grab piece of carrot,00:02:34.100,7606,7718,0,41
8806,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_59,slice piece of carrot,00:02:34.351,7618,7856,7,41
8807,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_60,take piece of carrot off knife,00:02:37.100,7756,7868,12,41
8808,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_61,put carrot in measuring jug,00:02:37.350,7768,7931,5,41
8809,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_62,slice into cucumber,00:02:38.600,7831,7993,7,72
8810,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_63,put down knife,00:02:39.850,7893,8018,1,4
8811,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_64,pick up knife,00:02:40.350,7918,8081,0,4
8812,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_65,pierce cucumber film,00:02:41.606,7981,8206,81,100
8813,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_66,put down knife,00:02:44.106,8106,8281,1,4
8814,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_67,pull down plastic,00:02:45.607,8181,8356,31,26
8815,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_68,roll down plastic,00:02:47.100,8256,8368,47,26
8816,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_69,put down cucumber,00:02:47.350,8268,8418,1,72
8817,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_70,grab handful of carrot,00:02:48.350,8318,8443,0,41
8818,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_71,drop carrot,00:02:48.850,8343,8468,59,41
8819,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_72,toss carrot,00:02:49.356,8368,8618,13,41
8820,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_73,pick up carrot,00:02:52.350,8518,8768,0,41
8821,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_74,chop end off carrot,00:02:55.351,8668,8818,7,41
8822,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_75,chop end off carrot,00:02:56.350,8718,8893,7,41
8823,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_76,move ends of carrot,00:02:57.850,8793,8993,11,41
8824,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_77,slice into carrot,00:02:59.850,8893,9056,7,41
8825,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_78,roll over carrot,00:03:01.100,8956,9068,47,41
8826,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_79,slice carrot,00:03:01.355,8968,9618,7,41
8827,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_80,julienne carrot,00:03:12.350,9518,10693,7,41
8828,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_81,grab pieces of carrot,00:03:33.850,10593,10693,0,41
8829,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_82,drop pieces of carrot,00:03:33.851,10593,10706,59,41
8830,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_83,pick up piece of carrot,00:03:34.100,10606,10706,0,41
8831,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_84,drop piece of carrot,00:03:34.101,10606,10768,59,41
8832,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_85,move piece of carrot,00:03:35.351,10668,10781,11,41
8833,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_86,slice piece of carrot,00:03:35.605,10681,11068,7,41
8834,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_87,pick up piece of carrot,00:03:41.350,10968,11118,0,41
8835,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_88,slice piece of carrot,00:03:42.350,11018,11356,7,41
8836,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_89,grab handful of carrot,00:03:47.100,11256,11381,0,41
8837,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_90,drop carrot into measuring jug,00:03:47.601,11281,11443,5,41
8838,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_91,push carrot into measuring jug,00:03:48.851,11343,11506,5,41
8839,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_92,grab carrot,00:03:50.100,11406,11568,0,41
8840,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_93,drop into measuring jug,00:03:51.350,11468,11743,5,66
8841,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_94,get piece of carrot,00:03:54.850,11643,11793,0,41
8842,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_95,slice carrot,00:03:55.850,11693,11993,7,41
8843,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_96,take carrot,00:03:59.851,11893,12056,0,41
8844,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_97,put carrot in measuring jug,00:04:01.100,11956,12081,5,41
8845,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_98,wipe carrot off knife into measuring jug,00:04:01.601,11981,12168,2,41
8846,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_99,grab carrot,00:04:03.353,12068,12193,0,41
8847,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_100,drop carrot into measuring jug,00:04:03.856,12093,12268,5,41
8848,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_101,pick up carrot piece,00:04:05.355,12168,12281,0,41
8849,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_102,chuck carrot into measuring jug,00:04:05.602,12181,12356,13,41
8850,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_103,pick up carrot piece,00:04:07.103,12256,12368,0,41
8851,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_104,eat piece of carrot,00:04:07.352,12268,12431,35,41
8852,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_105,take bits of carrot,00:04:08.603,12331,12556,0,41
8853,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_106,put down knife,00:04:11.103,12456,12568,1,4
8854,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_107,drop bits of carrot into measuring jug,00:04:11.352,12468,12618,5,41
8855,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_108,pick up knife,00:04:12.352,12518,12618,0,4
8856,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_109,wipe carrot into measuring jug,00:04:12.353,12518,12718,2,41
8857,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_110,put down knife,00:04:14.353,12618,12781,1,4
8858,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_111,pick up pieces of carrot,00:04:15.602,12681,12831,0,41
8859,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_112,put pieces of carrot into measuring jug,00:04:16.604,12731,12843,5,41
8860,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_113,lift up rice cooker lid,00:04:16.853,12743,12918,33,6
8861,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_114,feel temperature of rice cooker,00:04:18.352,12818,12968,54,65
8862,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_115,put rice cooker lid on rice cooker,00:04:19.353,12868,13056,1,6
8863,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_116,pick up cucumber,00:04:21.103,12956,13081,0,72
8864,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_117,pick up knife,00:04:21.603,12981,13093,0,4
8865,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_118,put cucumber on chopping board,00:04:21.854,12993,13156,1,72
8866,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_119,slice cucumber,00:04:23.103,13056,13218,7,72
8867,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_120,rotate cucumber,00:04:24.353,13118,13281,23,72
8868,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_121,slice cucumber,00:04:25.603,13181,13656,7,72
8869,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_122,turn over cucumber,00:04:33.103,13556,13681,22,72
8870,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_123,slice cucumber,00:04:33.603,13581,13918,7,72
8871,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_124,pick up pieces of cucumber,00:04:38.357,13818,13981,0,72
8872,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_125,put cucumber into measuring jug,00:04:39.600,13881,14018,5,72
8873,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_126,separate cucumber,00:04:40.350,13918,14081,52,72
8874,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_127,pick up piece of cucumber,00:04:41.601,13981,14131,0,72
8875,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_128,put into measuring jug,00:04:42.600,14031,14168,5,66
8876,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_129,pick up cucumber,00:04:43.356,14068,14181,0,72
8877,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_130,inspect cucumber,00:04:43.600,14081,14218,24,72
8878,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_131,slice cucumber in half,00:04:44.350,14118,14281,7,72
8879,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_132,turn over cucumber,00:04:45.601,14181,14343,22,72
8880,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_133,slice cucumber,00:04:46.850,14243,14518,7,72
8881,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_134,turn over cucumber,00:04:50.355,14418,14606,22,72
8882,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_135,slice cucumber,00:04:52.100,14506,14718,7,72
8883,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_136,turn over cucumber,00:04:54.355,14618,14756,22,72
8884,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_137,rotate cucumber,00:04:55.100,14656,14768,23,72
8885,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_138,slice cucumber,00:04:55.351,14668,15118,7,72
8886,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_139,grab cucumber,00:05:02.350,15018,15143,0,72
8887,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_140,drop cucumber into bowl,00:05:02.850,15043,15193,5,72
8888,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_141,wipe cucumber off knife,00:05:03.850,15093,15293,2,72
8889,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_142,pick up bits of cucumber,00:05:05.851,15193,15318,0,72
8890,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_143,throw cucumber into measuring jug,00:05:06.350,15218,15431,13,72
8891,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_144,pick up piece of cucumber,00:05:08.600,15331,15443,0,72
8892,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_145,chuck cucumber into measuring jug,00:05:08.850,15343,15531,13,72
8893,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_146,move pieces of cucumber,00:05:10.600,15431,15593,11,72
8894,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_147,take piece of cucumber off knife,00:05:11.850,15493,15593,0,72
8895,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_148,put cucumber into measuring jug,00:05:11.851,15493,15631,5,72
8896,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_149,slice cucumber,00:05:12.600,15531,16018,7,72
8897,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_150,grab piece of cucumber,00:05:20.350,15918,16068,0,72
8898,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_151,put cucumber into measuring jug,00:05:21.351,15968,16093,5,72
8899,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_152,take pieces of cucumber off knife,00:05:21.851,15993,16106,0,72
8900,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_153,put cucumber into measuring jug,00:05:22.105,16006,16143,5,72
8901,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_154,wipe cucumber off knife and into measuring jug,00:05:22.850,16043,16231,2,72
8902,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_155,arrange pieces of cucumber,00:05:24.600,16131,16306,40,72
8903,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_156,slice cucumber,00:05:26.100,16206,16493,7,72
8904,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_157,pick up pieces of cucumber,00:05:29.852,16393,16606,0,72
8905,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_158,drop cucumber into measuring jug,00:05:32.103,16506,16656,5,72
8906,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_159,slide pieces of cucumber off knife,00:05:33.103,16556,16718,61,72
8907,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_160,move cucumber,00:05:34.353,16618,16781,11,72
8908,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_161,turn over cucumber,00:05:35.603,16681,16881,22,72
8909,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_162,cut into cucumber,00:05:37.603,16781,17081,7,72
8910,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_163,turn over cucumber,00:05:41.603,16981,17143,22,72
8911,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_164,slice cucumber,00:05:42.853,17043,17568,7,72
8912,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_165,pick up pieces of cucumber,00:05:51.354,17468,17581,0,72
8913,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_166,put pieces of cucumber in measuring jug,00:05:51.603,17481,17618,5,72
8914,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_167,wipe piece of cucumber off knife into measuring jug,00:05:52.353,17518,17668,2,72
8915,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_168,wipe pieces of cucumber off knife and into measuring jug,00:05:53.353,17568,17756,2,72
8916,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_169,separate pieces of cucumber,00:05:55.103,17656,17781,52,72
8917,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_170,pick up pieces of cucumber,00:05:55.601,17681,17856,0,72
8918,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_171,pick up measuring jug,00:05:57.103,17756,17881,0,66
8919,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_172,put down measuring jug,00:05:57.605,17781,17943,1,66
8920,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_173,separate pieces of cucumber,00:05:58.851,17843,18118,52,72
8921,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_174,toss carrot and cucumber,00:06:02.350,18018,18468,13,41
8922,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_175,pick up piece of cucumber,00:06:09.353,18368,18481,0,72
8923,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_176,put piece of cucumber in measuring jug,00:06:09.603,18381,18518,5,72
8924,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_177,toss carrot and cucumber,00:06:10.353,18418,18656,13,41
8925,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_178,pick up piece of cucumber,00:06:13.103,18556,18668,0,72
8926,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_179,put piece of cucumber into measuring jug,00:06:13.352,18568,18668,5,72
8927,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_180,pick up measuring jug,00:06:13.353,18568,18718,0,66
8928,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_181,inspect measuring jug,00:06:14.353,18618,18743,24,66
8929,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_182,put down measuring jug,00:06:14.853,18643,18793,1,66
8930,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_183,pick up cucumber,00:06:15.853,18693,18856,0,72
8931,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_184,roll down cucumber film,00:06:17.100,18756,19081,47,100
8932,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_185,put down cucumber,00:06:21.603,18981,19093,1,72
8933,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_186,slice cucumber,00:06:21.852,18993,19168,7,72
8934,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_187,pick up cucumber,00:06:23.353,19068,19193,0,72
8935,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_188,pick up lid of steamer,00:06:23.853,19093,19293,0,6
8936,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_189,put down lid of steamer,00:06:25.853,19193,19343,1,6
8937,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_190,pick up knife,00:06:26.852,19243,19381,0,4
8938,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_191,put down cucumber,00:06:27.602,19281,19393,1,72
8939,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_192,slice cucumber,00:06:27.852,19293,19918,7,72
8940,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_193,hold piece of cucumber,00:06:38.354,19818,19968,34,72
8941,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_194,take piece of cucumber off knife,00:06:39.353,19868,20006,0,72
8942,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_195,put down knife,00:06:40.101,19906,20043,1,4
8943,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_196,pick up piece of cucumber,00:06:40.853,19943,20081,0,72
8944,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_197,move piece of cucumber,00:06:41.602,19981,20093,11,72
8945,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_198,rearrange pieces of cucumber,00:06:41.852,19993,20143,40,72
8946,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_199,rotate cucumber pieces,00:06:42.853,20043,20181,23,72
8947,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_200,pick up knife,00:06:43.603,20081,20218,0,4
8948,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_201,slice cucumber,00:06:44.353,20118,20518,7,72
8949,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_202,wipe pieces of cucumber off knife into measuring jug,00:06:50.350,20418,20643,2,72
8950,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_203,grab piece of cucumber,00:06:52.850,20543,20668,0,72
8951,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_204,put down knife,00:06:53.355,20568,20693,1,4
8952,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_205,pick up piece of cucumber,00:06:53.850,20593,20731,0,72
8953,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_206,drop pieces of cucumber into measuring jug,00:06:54.600,20631,20768,5,72
8954,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_207,pick up piece of cucumber,00:06:55.350,20668,20843,0,72
8955,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_208,put piece of cucumber into measuring jug,00:06:56.855,20743,20881,5,72
8956,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_209,pick up piece of cucumber,00:06:57.600,20781,20893,0,72
8957,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_210,drop pieces of cucumber into measuring jug,00:06:57.851,20793,20956,5,72
8958,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_211,pick up pieces of cucumber,00:06:59.100,20856,20993,0,72
8959,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_212,put piece of cucumber into measuring jug,00:06:59.850,20893,21018,5,72
8960,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_213,toss cucumber and carrot,00:07:00.350,20918,21081,13,72
8961,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_214,move knife,00:07:01.604,20981,21093,11,4
8962,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_215,pick up piece of cucumber,00:07:01.850,20993,21093,0,72
8963,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_216,drop piece of cucumber into measuring jug,00:07:01.851,20993,21231,5,72
8964,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_217,open cupboard,00:07:04.604,21131,21343,3,3
8965,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_218,hold bottles,00:07:06.854,21243,21356,34,15
8966,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_219,pick up rice vinegar,00:07:07.100,21256,21431,0,134
8967,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_220,push back bottles,00:07:08.604,21331,21593,21,15
8968,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_221,pick up sugar,00:07:11.850,21493,21631,0,102
8969,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_222,put down sugar,00:07:12.600,21531,21706,1,102
8970,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_223,open rice vinegar,00:07:14.100,21606,21781,3,134
8971,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_224,pour rice vinegar into measuring jug,00:07:15.600,21681,21943,9,134
8972,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_225,close rice vinegar bottle,00:07:18.850,21843,21993,4,15
8973,P04_109,../2g1n6qdydwa9u22shpxqzp0t8m/P04,P04_109_226,put down rice vinegar,00:07:19.853,21893,22056,1,134
